Removed Pin From Net: NetName=CTR Pin=C2-2
Removed Pin From Net: NetName=CTR Pin=C3-2
Removed Pin From Net: NetName=CTR Pin=C5-1
Removed Pin From Net: NetName=CTR Pin=C6-1
Removed Pin From Net: NetName=+VS Pin=C6-2
Removed Pin From Net: NetName=Power_2 Pin=C9-2
Removed Pin From Net: NetName=Power_1 Pin=C10-2
Removed Pin From Net: NetName=CTR Pin=C13-1
Removed Pin From Net: NetName=+VS Pin=C13-2
Removed Pin From Net: NetName=CTR Pin=C14-1
Removed Pin From Net: NetName=CTR Pin=C15-1
Removed Pin From Net: NetName=+VS Pin=C15-2
Removed Pin From Net: NetName=CTR Pin=C16-1
Removed Pin From Net: NetName=CTR Pin=C17-1
Removed Pin From Net: NetName=CTR Pin=C18-1
Removed Pin From Net: NetName=CTR Pin=C19-1
Removed Pin From Net: NetName=+VS Pin=C19-2
Removed Pin From Net: NetName=CTR Pin=C20-1
Removed Pin From Net: NetName=CTR Pin=C21-1
Removed Pin From Net: NetName=+VS Pin=C21-2
Removed Pin From Net: NetName=CTR Pin=C22-1
Removed Pin From Net: NetName=CTR Pin=C23-1
Removed Pin From Net: NetName=NetC24_1 Pin=C24-1
Removed Pin From Net: NetName=NetC24_2 Pin=C24-2
Removed Pin From Net: NetName=CTR Pin=C25-1
Removed Pin From Net: NetName=+VS Pin=C25-2
Removed Pin From Net: NetName=CTR Pin=C26-1
Removed Pin From Net: NetName=NetC24_2 Pin=Compass-8
Removed Pin From Net: NetName=NetC24_1 Pin=Compass-12
Removed Pin From Net: NetName=CTR Pin=Crown-VSS
Removed Pin From Net: NetName=Power_1 Pin=D1-2
Removed Pin From Net: NetName=Power_1 Pin=D2-2
Removed Pin From Net: NetName=SDA Pin=Health-3
Removed Pin From Net: NetName=CTR Pin=Health-4
Removed Pin From Net: NetName=+VS Pin=Health-9
Removed Pin From Net: NetName=+VS Pin=Health-10
Removed Pin From Net: NetName=+VS Pin=Health-11
Removed Pin From Net: NetName=CTR Pin=Health-12
Removed Pin From Net: NetName=Sensor_Inter Pin=Health-13
Removed Pin From Net: NetName=NetC16_1 Pin=IC1-15
Removed Pin From Net: NetName=NetQ1_2 Pin=Q1-2
Removed Pin From Net: NetName=CTR Pin=Q2-2
Removed Pin From Net: NetName=CTR Pin=Q2-3
Removed Pin From Net: NetName=Vib Pin=Q3-1
Removed Pin From Net: NetName=CTR Pin=Q3-2
Removed Pin From Net: NetName=M- Pin=Q3-3
Removed Pin From Net: NetName=Power_2 Pin=R9-1
Removed Pin From Net: NetName=Power_2 Pin=R11-2
Removed Pin From Net: NetName=Power_2 Pin=R12-2
Removed Pin From Net: NetName=Power_1 Pin=R13-2
Removed Pin From Net: NetName=Power_2 Pin=R14-2
Removed Pin From Net: NetName=+VS Pin=R15-2
Removed Pin From Net: NetName=Sensor_Inter Pin=R16-1
Removed Pin From Net: NetName=+VS Pin=R16-2
Removed Pin From Net: NetName=CTR Pin=R17-1
Removed Pin From Net: NetName=SCL Pin=R17-2
Removed Pin From Net: NetName=SDA Pin=R18-2
Removed Pin From Net: NetName=CTR Pin=R20-1
Removed Pin From Net: NetName=OPAMP+ Pin=R23-1
Removed Pin From Net: NetName=Point1 Pin=R24-1
Removed Pin From Net: NetName=Point2 Pin=R25-1
Removed Pin From Net: NetName=Point1 Pin=R26-2
Removed Pin From Net: NetName=Point2 Pin=R27-2
Change Component Designator: OldDesignator=ANT? NewDesignator=ANT1
Change Component Designator: OldDesignator=Axis NewDesignator=Axis1
Change Component Designator: OldDesignator=Baro NewDesignator=Baro1
Change Component Designator: OldDesignator=C1 NewDesignator=C21
Change Component Designator: OldDesignator=C2 NewDesignator=C29
Change Component Designator: OldDesignator=C3 NewDesignator=C24
Change Component Designator: OldDesignator=C4 NewDesignator=C32
Change Component Designator: OldDesignator=C5 NewDesignator=C28
Change Component Designator: OldDesignator=C6 NewDesignator=C22
Change Component Designator: OldDesignator=C7 NewDesignator=C23
Change Component Designator: OldDesignator=C8 NewDesignator=C25
Change Component Designator: OldDesignator=C9 NewDesignator=C27
Change Component Designator: OldDesignator=C10 NewDesignator=C26
Change Component Designator: OldDesignator=C11 NewDesignator=C30
Change Component Designator: OldDesignator=C12 NewDesignator=C31
Change Component Designator: OldDesignator=C13 NewDesignator=C10
Change Component Designator: OldDesignator=C14 NewDesignator=C11
Change Component Designator: OldDesignator=C16 NewDesignator=C13
Change Component Designator: OldDesignator=C17 NewDesignator=C14
Change Component Designator: OldDesignator=C19 NewDesignator=C12
Change Component Designator: OldDesignator=C20 NewDesignator=C16
Change Component Designator: OldDesignator=C21 NewDesignator=C1
Change Component Designator: OldDesignator=C22 NewDesignator=C4
Change Component Designator: OldDesignator=C23 NewDesignator=C5
Change Component Designator: OldDesignator=C24 NewDesignator=C2
Change Component Designator: OldDesignator=C24 NewDesignator=C9
Change Component Designator: OldDesignator=C25 NewDesignator=C3
Change Component Designator: OldDesignator=C25 NewDesignator=C8
Change Component Designator: OldDesignator=C26 NewDesignator=C7
Change Component Designator: OldDesignator=C26 NewDesignator=C17
Change Component Designator: OldDesignator=C27 NewDesignator=C6
Change Component Designator: OldDesignator=Compass NewDesignator=Compass1
Change Component Designator: OldDesignator=Crown NewDesignator=Crown1
Change Component Designator: OldDesignator=D1 NewDesignator=D4
Change Component Designator: OldDesignator=D2 NewDesignator=D5
Change Component Designator: OldDesignator=D3 NewDesignator=D6
Change Component Designator: OldDesignator=D4 NewDesignator=D2
Change Component Designator: OldDesignator=D5 NewDesignator=D3
Change Component Designator: OldDesignator=D6 NewDesignator=D1
Change Component Designator: OldDesignator=ECG NewDesignator=ECG1
Change Component Designator: OldDesignator=H? NewDesignator=H1
Change Component Designator: OldDesignator=IC1 NewDesignator=IC2
Change Component Designator: OldDesignator=IC2 NewDesignator=IC1
Change Component Designator: OldDesignator=IC? NewDesignator=IC6
Change Component Designator: OldDesignator=Q1 NewDesignator=Q3
Change Component Designator: OldDesignator=Q2 NewDesignator=Q1
Change Component Designator: OldDesignator=Q3 NewDesignator=Q2
Change Component Designator: OldDesignator=R1 NewDesignator=R16
Change Component Designator: OldDesignator=R2 NewDesignator=R17
Change Component Designator: OldDesignator=R3 NewDesignator=R19
Change Component Designator: OldDesignator=R4 NewDesignator=R21
Change Component Designator: OldDesignator=R5 NewDesignator=R20
Change Component Designator: OldDesignator=R6 NewDesignator=R18
Change Component Designator: OldDesignator=R6 NewDesignator=R22
Change Component Designator: OldDesignator=R7 NewDesignator=R23
Change Component Designator: OldDesignator=R8 NewDesignator=R25
Change Component Designator: OldDesignator=R9 NewDesignator=R26
Change Component Designator: OldDesignator=R10 NewDesignator=R24
Change Component Designator: OldDesignator=R11 NewDesignator=R27
Change Component Designator: OldDesignator=R12 NewDesignator=R28
Change Component Designator: OldDesignator=R13 NewDesignator=R12
Change Component Designator: OldDesignator=R14 NewDesignator=R8
